pulse_index,soc_at_pulse_start,pulse_current_A,pulse_duration_s,R0,R1,C1,tau1_s,fit_rmse_V
133,0.20232492453557238,5.99956,9.907999999995809,0.00715552473848077,0.0049732120719805555,4864.007094532906,24.189738800730115,0.001979072597183506
134,0.20223362673742817,-2.99853,9.904999999998836,0.0063497780579150264,0.0031860501263249767,532.2088491504529,1.695644071067071,0.0009892748277407274
130,0.20207159583835166,3.00106,9.895000000004075,0.007174131806761554,0.0055778435575448895,4727.896423527115,26.371466606710243,0.0010682697694637166
131,0.20199252052029582,-1.23364,9.907999999995809,0.0076521513569599835,0.004166186889298055,372.28925224309404,1.5510266017217549,0.0005976206002587829
151,0.16362103066661327,0.89904,56.84900000000198,0.022446164798006613,0.006367561382025039,2901.2946229845857,18.474171599193543,0.00013102353768034808
148,0.1605923753129076,0.89904,23.486000000004424,0.021689802455952853,0.005556486165937931,2800.3419331600594,15.560061211499754,0.00010188425506756607
145,0.15896309404114806,0.89904,6.661000000007334,0.021311621284926464,0.004081820697515623,3232.6707494072125,13.1951823731837,8.44348916907211e-05
153,0.15878598136754862,-11.99922,9.906000000002678,0.008976416800425359,0.002678842789122996,1246.9255635042866,3.3403175543665866,0.0009526982070662004
152,0.1586654492629086,35.99989,3.3029999999998836,0.010290031441762748,0.0061099147917333925,922.3934240235734,5.635745225239242,0.029702397706782933
150,0.1585119888443849,-5.99706,9.893000000010943,0.007391955391475227,0.0030384236550281933,1037.4732187993168,3.1522831694580846,0.0006185070466351147
149,0.15850350886753006,18.00122,9.902000000001863,0.010353742690773169,0.01339535011785615,751.5281938967906,10.066983280687595,0.02956829413480933
146,0.15833402511337014,5.99956,9.906000000002678,0.007212195561007831,0.008504164532712636,2691.195885181866,22.88637259734581,0.002542746119574071
147,0.15824017810040603,-3.00108,9.914000000004307,0.006684260332946795,0.0038777395390797165,517.5093950180676,2.0067666429067845,0.0010436827167450557
143,0.1580924901184626,3.00361,9.906999999991967,0.006775180532758943,0.008847760004663112,2883.096283577021,25.508943987425624,0.0015066855388943601
144,0.1580026762453155,-1.26429,9.894000000000233,0.008265508704490323,0.005262789743497728,343.3263705122994,1.80685450140443,0.0006981769369978862
165,0.09513846881384913,0.89649,56.78900000000431,0.04693861615857388,0.019111258749767712,2220.7307854104142,42.440960653553304,0.0010821852768389461
162,0.09216298886755092,0.89649,23.36500000000524,0.04730671842407594,0.013534585520678087,3542.1458822297222,47.94147636975591,0.001104016959587639
159,0.09052521822311066,0.89904,6.5570000000006985,0.05280076526072219,0.020912630570634576,11484.778646141145,240.17693301226248,0.001171696293469318
167,0.09031204017402839,-11.99922,9.905000000013388,0.01004398619243584,0.00467108058522681,704.9125518035146,3.2927033350120847,0.001806334057832736
163,0.09008557410550944,18.00122,1.2289999999920838,0.011560883095701292,0.018150211498615183,81.79379457759512,1.4845746708576353,0.023172914180914377
164,0.09002000187496206,-5.99961,9.90899999999965,0.007727168932647282,0.006000402954558071,473.9750877611633,2.844041516989005,0.0014465123357428646
160,0.08990562639162991,5.99956,8.900000000008731,0.00852895879031128,0.05033697401253036,224.2917882839606,11.290169918073687,0.032344151413130524
161,0.0898132197661633,-2.99853,9.900999999998021,0.007700439882209041,0.007934424686370574,258.0546479907304,2.04751516945032,0.001738928931918377
157,0.08967178022728017,3.00361,9.896000000007916,0.008676226274383076,0.08826315480443508,124.6114434325264,10.998599122089184,0.02034460760598672
158,0.08956275452218632,-1.26939,9.898999999990338,0.009823616067559994,0.012814203334546592,131.18473793158577,1.681027906244547,0.0010992170703849953
